farmer_id,farm_id,farm_type,size_ha,disposition,age,inherited,succession_stage,loan_principal,loan_rate,current_debt,debt_payments,debt_maturity,debt_free,debt_asset_ratio,n_holdings,n_local_links,n_catchment_links,Build_Wetland,Clean_Races,Farm_Plan,Riparian_Planting,x,y
27046,29316,Forest,64,for_profit,54,FALSE,2,213625,3,213625,17895,10,FALSE,0.633,1,12,12,0,0,0,0,144,88
27047,29446,Forest,352,for_profit,68,FALSE,1,0,0,0,0,21,TRUE,0,1,11,10,0,0,0,0,129,206
27048,29417,Dairy,160,for_profit,78,FALSE,3,640,3,640,43,0,FALSE,0.107,3,14,12,0,1,1,0,122,133
27049,28917,Dairy,64,for_profit,48,TRUE,3,0,0,0,0,21,TRUE,0,2,12,10,0,1,0,0,147,215
27050,30336,SNB,208,pro_environmental,73,FALSE,2,1792,3,1792,120,0,FALSE,0.166,7,12,10,6,0,6,4,95,80
27051,30587,Forest,160,pro_environmental,51,FALSE,4,1475130,3,1475130,99152,0,FALSE,2.476,2,12,16,1,1,0,0,18,275
27052,29040,SNB,112,for_profit,66,TRUE,2,960,3,960,65,5,FALSE,0.002,2,9,10,1,0,1,2,103,211
27053,30420,Dairy,96,for_profit,63,FALSE,3,837,3,837,98,10,FALSE,0,4,11,19,0,1,3,1,145,211
27054,29484,Dairy,64,for_profit,39,FALSE,2,2435924,3,2435924,163732,5,FALSE,0.657,2,16,11,1,0,1,0,133,213
27055,29742,Dairy,80,for_profit,58,FALSE,4,3480819,3,3480819,233966,5,FALSE,0.738,1,14,14,0,0,0,0,83,197
27056,29682,Forest,32,for_profit,50,FALSE,4,313651,3,313651,21082,5,FALSE,0.718,1,13,13,0,0,0,0,110,99
27057,28873,Dairy,80,for_profit,41,FALSE,2,2328085,3,2328085,156484,5,FALSE,0.656,2,15,12,0,1,0,0,9,310
27058,29215,Dairy,96,for_profit,42,FALSE,4,2388762,3,2388762,200098,10,FALSE,0.461,2,14,12,0,1,1,0,85,260
27059,29574,Dairy,144,pro_environmental,45,FALSE,4,6057430,3,6057430,407154,5,FALSE,0.713,1,11,11,0,0,0,0,92,185
27060,29576,Forest,112,for_profit,54,FALSE,5,1020719,3,1020719,68608,5,FALSE,0.659,1,13,14,0,0,0,0,48,259
27061,28768,Forest,128,for_profit,74,FALSE,3,772847,3,237904.1466176181,51947,20,FALSE,0.19,2,6,11,0,0,0,1,142,196
27062,29039,Forest,144,for_profit,76,FALSE,2,0,0,0,0,21,TRUE,0,1,13,14,0,0,0,0,67,275
